------Generation 0------
Rule  1: 214b81b1d1, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
------Result------
Miss_rate(tra)	:93.9389
Miss_rate(tst)	:79.7075
ARL				:9.49254

------Generation 100------
Rule  1: 4000061720, Class:  4, CF:0.997916, Len:  5, Fitness_tra: 1159
Rule  2: 2441f31b41, Class:  4, CF:0.999664, Len: 10, Fitness_tra: 685
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 431
Rule  4: 01040f1010, Class:  4, CF:0.321291, Len:  5, Fitness_tra: 400
Rule  5: 11b4c14472, Class:  2, CF:0.934502, Len: 10, Fitness_tra: 434
Rule  6: 1212f5172b, Class:  0, CF:0.739436, Len: 10, Fitness_tra: 243
Rule  7: 1122f3b1b1, Class:  4, CF:0.980834, Len: 10, Fitness_tra: 223
Rule  8: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 193
Rule  9: 11b725442b, Class:  2, CF:0.837611, Len: 10, Fitness_tra: -26
Rule 10: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 128
Rule 11: 1722554bb1, Class:  1, CF:0.747115, Len: 10, Fitness_tra: 70
Rule 12: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 45
Rule 13: b471c32247, Class:  2, CF:0.99274, Len: 10, Fitness_tra: 276
Rule 14: 1cb288bb17, Class:  1, CF:0.29106, Len: 10, Fitness_tra: 78
Rule 15: 777b13b4b7, Class:  4, CF:0.958727, Len: 10, Fitness_tra: -2
Rule 16: 4150014120, Class:  4, CF:0.848554, Len:  7, Fitness_tra: 7
Rule 17: 7c4711b227, Class:  2, CF:0.594976, Len: 10, Fitness_tra: -11
Rule 18: 211b1122c3, Class:  2, CF:0.769625, Len: 10, Fitness_tra: 0
Rule 19: 1d7400264d, Class:  4, CF:0.980686, Len:  8, Fitness_tra: 2
Rule 20: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 21: 41b2422247, Class:  2, CF:0.934868, Len: 10, Fitness_tra: -4
Rule 22: 7221261247, Class:  4, CF:0.999909, Len: 10, Fitness_tra: 0
Rule 23: 27421f1147, Class:  4, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 24: 1c22452772, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 26: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 27: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4442c92277, Class:  2, CF:0.9151, Len: 10, Fitness_tra: 0
Rule 30: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 36: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 37: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 39: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 41: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 44: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 46: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 47: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 48: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 50: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 51: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 54: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 57: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 59: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 61: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 64: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 66: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 68: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 71: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 73: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7227114277, Class:  4, CF:0.365508, Len: 10, Fitness_tra: -1
Rule 82: 414b1d22c2, Class:  2, CF:0.970714, Len: 10, Fitness_tra: 0
Rule 83: 7741162227, Class:  4, CF:0.999792, Len: 10, Fitness_tra: 0
Rule 84: 7b47591771, Class:  2, CF:0.97562, Len: 10, Fitness_tra: -18
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4bb1f6b244, Class:  4, CF:0.999599, Len: 10, Fitness_tra: 0
Rule 89: 4bb41ab777, Class:  4, CF:0.999974, Len: 10, Fitness_tra: 0
Rule 90: 1325217111, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 91: da48f00021, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 747011411c, Class:  4, CF:0.170274, Len:  9, Fitness_tra: -84
Rule 93: 0c0b011d77, Class:  2, CF:  1, Len:  7, Fitness_tra: 31
Rule 94: 7447ff0224, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 2002320782, Class:  2, CF:0.374295, Len:  7, Fitness_tra: 0
Rule 96: 210411b2c3, Class:  2, CF:0.69947, Len:  9, Fitness_tra: 3
Rule 97: 776b5f7271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0244517412, Class:  2, CF:0.403253, Len:  9, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 401b9147bb, Class:  2, CF:0.238113, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:93.8982
------Result------
Miss_rate(tra)	:93.8982
Miss_rate(tst)	:79.7075
ARL				:9.32836

------Generation 200------
Rule  1: 124b491171, Class:  0, CF:0.202578, Len: 10, Fitness_tra: -3
Rule  2: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 856
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 801
Rule  4: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  5: 1121212411, Class:  2, CF:0.599156, Len: 10, Fitness_tra: -97
Rule  6: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  7: 1e14c57142, Class:  1, CF:0.555295, Len: 10, Fitness_tra: 0
Rule  8: 1411f51111, Class:  0, CF:0.506606, Len: 10, Fitness_tra: -1
Rule  9: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 23
Rule 10: 1722554bb1, Class:  1, CF:0.747115, Len: 10, Fitness_tra: 0
Rule 11: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule 12: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 33
Rule 13: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 25
Rule 14: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 10
Rule 15: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 17
Rule 16: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 17: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 20
Rule 18: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 1
Rule 19: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 20: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 0
Rule 21: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 22: 0325207111, Class:  1, CF:0.999601, Len:  8, Fitness_tra: 0
Rule 23: 1500402900, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 24: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 0
Rule 25: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 26: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 27: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 07040f1010, Class:  4, CF:0.115368, Len:  5, Fitness_tra: 0
Rule 30: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 36: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 37: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 39: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 41: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 44: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 46: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 47: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 48: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 50: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 51: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 54: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 57: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 59: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 61: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 64: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 66: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 68: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 71: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 73: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11b73a2741, Class:  4, CF:0.997089, Len: 10, Fitness_tra: 0
Rule 83: 127193b41b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 2171d277b4, Class:  2, CF:0.997848, Len: 10, Fitness_tra: 0
Rule 85: 1128d9174b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 217293142b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 5b11242141, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2a25151221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: b4178977b7, Class:  2, CF:0.509344, Len: 10, Fitness_tra: 0
Rule 90: 441133b447, Class:  4, CF:0.92475, Len: 10, Fitness_tra: 0
Rule 91: 122029b171, Class:  2, CF:0.375048, Len:  9, Fitness_tra: -364
Rule 92: 1502512412, Class:  1, CF:0.985686, Len:  9, Fitness_tra: 0
Rule 93: 0010001000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0204541412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 1
Rule 96: 11242a2421, Class:  4, CF:0.999366, Len: 10, Fitness_tra: 0
Rule 97: 0147f84727, Class:  4, CF:0.982478, Len:  9, Fitness_tra: 0
Rule 98: 1411151113, Class:  0, CF:0.156885, Len: 10, Fitness_tra: -753
Rule 99: 04124a0102, Class:  4, CF:0.91635, Len:  7, Fitness_tra: 0
Rule100: 0e00f55111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.5852
------Result------
Miss_rate(tra)	:60.5852
Miss_rate(tst)	:17.0018
ARL				:8.67143

------Generation 300------
Rule  1: 124b491171, Class:  0, CF:0.202578, Len: 10, Fitness_tra: -3
Rule  2: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 856
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 801
Rule  4: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  5: 1121212411, Class:  2, CF:0.599156, Len: 10, Fitness_tra: -97
Rule  6: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  7: 1e14c57142, Class:  1, CF:0.555295, Len: 10, Fitness_tra: 0
Rule  8: 1411f51111, Class:  0, CF:0.506606, Len: 10, Fitness_tra: -1
Rule  9: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 23
Rule 10: 1722554bb1, Class:  1, CF:0.747115, Len: 10, Fitness_tra: 0
Rule 11: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule 12: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 33
Rule 13: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 25
Rule 14: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 10
Rule 15: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 17
Rule 16: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 17: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 20
Rule 18: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 1
Rule 19: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 20: 1512452142, Class:  1, CF:0.88864, Len: 10, Fitness_tra: 0
Rule 21: 1112d5b111, Class:  1, CF:0.994178, Len: 10, Fitness_tra: 1
Rule 22: 0325207111, Class:  1, CF:0.999601, Len:  8, Fitness_tra: 0
Rule 23: 1500402900, Class:  2, CF:  1, Len:  5, Fitness_tra: 1
Rule 24: 0004b40287, Class:  2, CF:0.935992, Len:  6, Fitness_tra: 0
Rule 25: 1e14c1724c, Class:  2, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 26: 22b4d97214, Class:  2, CF:0.934987, Len: 10, Fitness_tra: 0
Rule 27: 42213f4727, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 07040f1010, Class:  4, CF:0.115368, Len:  5, Fitness_tra: 0
Rule 30: 147272411b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c1251214c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 41b45fbb42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2724ffb1b1, Class:  4, CF:0.997419, Len: 10, Fitness_tra: 0
Rule 36: 2d2435b772, Class:  4, CF:0.332222, Len: 10, Fitness_tra: 0
Rule 37: 424b9347bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: b1441f1112, Class:  4, CF:0.999662, Len: 10, Fitness_tra: 0
Rule 39: 9727ff1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 17241a4421, Class:  4, CF:0.998576, Len: 10, Fitness_tra: 0
Rule 41: 7747ff2221, Class:  4, CF:0.999833, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1772361bb1, Class:  4, CF:0.997021, Len: 10, Fitness_tra: 0
Rule 44: 1bbb114bb7, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b742512241, Class:  2, CF:0.979765, Len: 10, Fitness_tra: 0
Rule 46: b1b78a2b24, Class:  4, CF:0.951677, Len: 10, Fitness_tra: 0
Rule 47: 74711f4117, Class:  4, CF:0.984552, Len: 10, Fitness_tra: 0
Rule 48: 72b7e61b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 111241b281, Class:  2, CF:0.992127, Len: 10, Fitness_tra: 0
Rule 50: 17746a444b, Class:  4, CF:0.999898, Len: 10, Fitness_tra: 0
Rule 51: be11531b2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 41b21e2827, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 1b14d1b71b, Class:  2, CF:0.742992, Len: 10, Fitness_tra: 0
Rule 54: 1b421f22b7, Class:  4, CF:0.99996, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 744bd17227, Class:  2, CF:0.998865, Len: 10, Fitness_tra: 0
Rule 57: 1471f51757, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2174132772, Class:  4, CF:0.975268, Len: 10, Fitness_tra: 0
Rule 59: 12b74c414b, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 2242511412, Class:  2, CF:0.976166, Len: 10, Fitness_tra: 0
Rule 61: 1247421211, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 742b597171, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 277b6ab7b7, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 64: 141416225d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11723677b7, Class:  4, CF:0.999611, Len: 10, Fitness_tra: 0
Rule 66: 2545617472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b2278a14b1, Class:  4, CF:0.790676, Len: 10, Fitness_tra: 0
Rule 68: b71b664bb2, Class:  4, CF:0.999881, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1441f1212, Class:  4, CF:0.999977, Len: 10, Fitness_tra: 0
Rule 71: 2a7d531221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: bb74a14442, Class:  4, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 73: 722d6fb111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 121b911477, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b37815bb2b, Class:  1, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11b73a2741, Class:  4, CF:0.997089, Len: 10, Fitness_tra: 0
Rule 83: 127193b41b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 2171d277b4, Class:  2, CF:0.997848, Len: 10, Fitness_tra: 0
Rule 85: 1128d9174b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 217293142b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 5b11242141, Class:  3, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2a25151221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: b4178977b7, Class:  2, CF:0.509344, Len: 10, Fitness_tra: 0
Rule 90: 441133b447, Class:  4, CF:0.92475, Len: 10, Fitness_tra: 0
Rule 91: 122029b171, Class:  2, CF:0.375048, Len:  9, Fitness_tra: -364
Rule 92: 1502512412, Class:  1, CF:0.985686, Len:  9, Fitness_tra: 0
Rule 93: 0010001000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0204541412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 1
Rule 96: 11242a2421, Class:  4, CF:0.999366, Len: 10, Fitness_tra: 0
Rule 97: 0147f84727, Class:  4, CF:0.982478, Len:  9, Fitness_tra: 0
Rule 98: 1411151113, Class:  0, CF:0.156885, Len: 10, Fitness_tra: -753
Rule 99: 04124a0102, Class:  4, CF:0.91635, Len:  7, Fitness_tra: 0
Rule100: 0e00f55111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:60.5852
------Result------
Miss_rate(tra)	:60.5852
Miss_rate(tst)	:17.0018
ARL				:8.67143

------Generation 400------
Rule  1: 0440031b00, Class:  4, CF:0.969114, Len:  5, Fitness_tra: 310
Rule  2: 0400000800, Class:  2, CF:0.996101, Len:  2, Fitness_tra: 801
Rule  3: 0000d00000, Class:  1, CF:0.102255, Len:  1, Fitness_tra: 845
Rule  4: 00000f0010, Class:  4, CF:0.724139, Len:  2, Fitness_tra: 620
Rule  5: 1001051750, Class:  2, CF:  1, Len:  6, Fitness_tra: 34
Rule  6: 04202a0000, Class:  4, CF:0.981819, Len:  4, Fitness_tra: 8
Rule  7: 41411611b0, Class:  4, CF:0.989773, Len:  9, Fitness_tra: 4
Rule  8: 7777421271, Class:  2, CF:0.828564, Len: 10, Fitness_tra: 26
Rule  9: 0002020180, Class:  2, CF:0.888486, Len:  4, Fitness_tra: 26
Rule 10: 01000a4710, Class:  4, CF:0.790081, Len:  5, Fitness_tra: 4
Rule 11: 11411e7212, Class:  2, CF:0.991547, Len: 10, Fitness_tra: 11
Rule 12: 000000c000, Class:  1, CF:  1, Len:  1, Fitness_tra: 9
Rule 13: 000740eb00, Class:  1, CF:  1, Len:  4, Fitness_tra: 3
Rule 14: 30e4b702b2, Class:  4, CF:  1, Len:  8, Fitness_tra: 2
Rule 15: be0b6846b0, Class:  0, CF:0.290601, Len:  8, Fitness_tra: 0
